Country/Region,Region,Year,CO2 Emissions,Energy Usage,GDP,Internet Usage,Mobile Phone Usage,Tourism Inbound,Tourism Outbound
Iran,Middle East,12/1/2010,571612,210678,$423B,15%,73%,$3B,$11B
Kuwait,Middle East,12/1/2010,93696,32586,$120B,61%,133%,$1B,$7B
Saudi Arabia,Middle East,12/1/2010,464481,192004,$527B,41%,189%,$8B,$22B
Oman,Middle East,12/1/2010,57202,23158,$59B,36%,164%,$1B,$2B
Israel,Middle East,12/1/2010,70656,23195,$232B,68%,123%,$6B,$5B
Syria,Middle East,12/1/2010,61859,21649,,21%,54%,$6B,$2B
Jordan,Middle East,12/1/2010,20821,7105,$26B,27%,103%,$4B,$2B
Yemen,Middle East,12/1/2010,21852,8360,$32B,12%,49%,$1B,$0B
Iraq,Middle East,12/1/2010,114667,37845,$143B,3%,75%,$2B,$2B
Qatar,Middle East,12/1/2011,,33285,$170B,69%,121%,$4B,$8B
Lebanon,Middle East,12/1/2011,,6349,$40B,52%,77%,$7B,$4B
Bahrain,Middle East,12/1/2011,,9506,$29B,77%,131%,$2B,$1B
United Arab Emirates,Middle East,12/1/2011,,66108,$349B,78%,131%,,
Iran,Middle East,12/1/2011,,212145,$528B,21%,74%,$3B,$11B
Saudi Arabia,Middle East,12/1/2011,,187070,$670B,48%,194%,$9B,$18B
Kuwait,Middle East,12/1/2011,,32523,$161B,66%,158%,$1B,$9B
Israel,Middle East,12/1/2011,,23254,$258B,69%,122%,$6B,$5B
Oman,Middle East,12/1/2011,,25276,$70B,48%,159%,$2B,$2B
Syria,Middle East,12/1/2011,,19986,,23%,59%,,
Jordan,Middle East,12/1/2011,,7064,$29B,35%,111%,$4B,$1B
Yemen,Middle East,12/1/2011,,7260,$29B,15%,50%,$1B,$0B
Iraq,Middle East,12/1/2011,,40220,$191B,5%,80%,$2B,$2B
Qatar,Middle East,12/1/2012,,,$190B,69%,127%,$7B,$11B
Lebanon,Middle East,12/1/2012,,,$43B,61%,81%,$6B,$4B
United Arab Emirates,Middle East,12/1/2012,,,$384B,85%,150%,,
Bahrain,Middle East,12/1/2012,,,$30B,88%,161%,$2B,$1B
Iran,Middle East,12/1/2012,,,$503B,28%,76%,,
Saudi Arabia,Middle East,12/1/2012,,,$734B,54%,187%,$8B,$18B
Kuwait,Middle East,12/1/2012,,,$183B,71%,157%,$1B,$10B
Oman,Middle East,12/1/2012,,,$78B,60%,159%,$2B,$2B
Israel,Middle East,12/1/2012,,24079,$258B,71%,121%,$6B,$5B
Syria,Middle East,12/1/2012,,,,24%,59%,,
Jordan,Middle East,12/1/2012,,,$31B,41%,128%,$4B,$1B
Yemen,Middle East,12/1/2012,,,$32B,17%,58%,$1B,
Iraq,Middle East,12/1/2012,,,$216B,7%,82%,$2B,$2B
American Samoa,Oceania,12/1/2005,,,,,,,
Australia,Oceania,12/1/2005,362685,113503,$694B,63%,90%,$20B,$16B
New Zealand,Oceania,12/1/2005,33920,16846,$114B,63%,85%,$5B,$3B
New Caledonia,Oceania,12/1/2005,2838,,,32%,59%,$0B,$0B
French Polynesia,Oceania,12/1/2005,851,,,22%,47%,$1B,$0B
Guam,Oceania,12/1/2005,,,,39%,,,
Fiji,Oceania,12/1/2005,1364,578,$3B,9%,25%,$1B,$0B
Kiribati,Oceania,12/1/2005,62,8,$0B,4%,1%,$0B,$0B
"Micronesia, Fed. Sts.",Oceania,12/1/2005,117,,$0B,12%,13%,$0B,$0B
Vanuatu,Oceania,12/1/2005,55,30,$0B,5%,6%,$0B,$0B
Samoa,Oceania,12/1/2005,158,57,$0B,3%,13%,$0B,$0B
Tonga,Oceania,12/1/2005,158,57,$0B,5%,30%,$0B,$0B
Papua New Guinea,Oceania,12/1/2005,4613,,$5B,2%,1%,$0B,$0B
Marshall Islands,Oceania,12/1/2005,84,29,$0B,4%,1%,$0B,$0B
Solomon Islands,Oceania,12/1/2005,180,58,$0B,1%,1%,$0B,$0B
Australia,Oceania,12/1/2006,371214,115020,$747B,66%,95%,$21B,$16B
New Zealand,Oceania,12/1/2006,33553,16965,$110B,69%,91%,$5B,$3B
French Polynesia,Oceania,12/1/2006,851,,,25%,59%,$0B,$0B
New Caledonia,Oceania,12/1/2006,2780,,,34%,67%,$0B,$0B
Guam,Oceania,12/1/2006,,,,44%,,,
American Samoa,Oceania,12/1/2006,,,,,,,
Fiji,Oceania,12/1/2006,1360,559,$3B,10%,34%,$1B,$0B
Kiribati,Oceania,12/1/2006,70,10,$0B,5%,1%,$0B,$0B
"Micronesia, Fed. Sts.",Oceania,12/1/2006,103,,$0B,13%,18%,$0B,$0B
Vanuatu,Oceania,12/1/2006,48,31,$0B,6%,7%,$0B,$0B
Samoa,Oceania,12/1/2006,158,57,$0B,5%,25%,$0B,$0B
Tonga,Oceania,12/1/2006,176,57,$0B,6%,30%,$0B,$0B
Papua New Guinea,Oceania,12/1/2006,4595,,$6B,2%,2%,$0B,$0B
Solomon Islands,Oceania,12/1/2006,180,59,$0B,2%,2%,$0B,$0B
Marshall Islands,Oceania,12/1/2006,92,30,$0B,4%,,$0B,$0B
American Samoa,Oceania,12/1/2007,,,,,,,
Australia,Oceania,12/1/2007,377235,118655,$854B,70%,100%,$26B,$20B
New Zealand,Oceania,12/1/2007,33648,17123,$135B,70%,100%,$5B,$3B
New Caledonia,Oceania,12/1/2007,2945,,,35%,75%,$0B,$0B
French Polynesia,Oceania,12/1/2007,843,,,29%,67%,$1B,$0B
Guam,Oceania,12/1/2007,,,,46%,,,
Fiji,Oceania,12/1/2007,1203,524,$3B,11%,63%,$1B,$0B
Kiribati,Oceania,12/1/2007,51,11,$0B,6%,1%,$0B,$0B
"Micronesia, Fed. Sts.",Oceania,12/1/2007,99,,$0B,14%,26%,$0B,$0B
Vanuatu,Oceania,12/1/2007,95,35,$1B,7%,12%,$0B,$0B
Tonga,Oceania,12/1/2007,154,58,$0B,7%,46%,$0B,$0B
Samoa,Oceania,12/1/2007,161,58,$0B,5%,47%,$0B,$0B
Papua New Guinea,Oceania,12/1/2007,4903,,$6B,2%,5%,$0B,$0B
Solomon Islands,Oceania,12/1/2007,198,64,$1B,2%,2%,$0B,$0B
Marshall Islands,Oceania,12/1/2007,99,32,$0B,4%,,$0B,
American Samoa,Oceania,12/1/2008,,,,,,,
Marshall Islands,Oceania,12/1/2008,99,,$0B,5%,,$0B,
Australia,Oceania,12/1/2008,387635,122519,"$1,060B",72%,102%,$28B,$25B
New Zealand,Oceania,12/1/2008,34264,17412,$130B,72%,108%,$5B,$3B
New Caledonia,Oceania,12/1/2008,3282,,,35%,82%,$0B,$0B
French Polynesia,Oceania,12/1/2008,869,,,34%,71%,$1B,$0B
Guam,Oceania,12/1/2008,,,,48%,,,
Fiji,Oceania,12/1/2008,1078,,$4B,13%,71%,$1B,$0B
Kiribati,Oceania,12/1/2008,55,,$0B,7%,1%,$0B,$0B
"Micronesia, Fed. Sts.",Oceania,12/1/2008,99,,$0B,15%,26%,$0B,$0B
Vanuatu,Oceania,12/1/2008,92,,$1B,7%,16%,$0B,$0B
Tonga,Oceania,12/1/2008,161,,$0B,8%,49%,$0B,$0B
Samoa,Oceania,12/1/2008,161,,$1B,5%,,$0B,$0B
Papua New Guinea,Oceania,12/1/2008,3476,,$8B,1%,13%,$0B,$0B
Solomon Islands,Oceania,12/1/2008,198,,$1B,3%,6%,$0B,$0B
American Samoa,Oceania,12/1/2009,,,,,,,
Marshall Islands,Oceania,12/1/2009,103,,$0B,6%,,$0B,
New Zealand,Oceania,12/1/2009,32325,17469,$119B,80%,109%,$5B,$3B
Australia,Oceania,12/1/2009,395094,122108,$927B,74%,101%,$28B,$22B
New Caledonia,Oceania,12/1/2009,2849,,,34%,86%,$0B,$0B
French Polynesia,Oceania,12/1/2009,873,,,45%,79%,$0B,$0B
Guam,Oceania,12/1/2009,,,,51%,,,
Fiji,Oceania,12/1/2009,847,,$3B,17%,75%,$1B,$0B
Kiribati,Oceania,12/1/2009,40,,$0B,9%,10%,$0B,$0B
"Micronesia, Fed. Sts.",Oceania,12/1/2009,99,,$0B,15%,26%,$0B,$0B
Vanuatu,Oceania,12/1/2009,117,,$1B,8%,57%,$0B,$0B
Samoa,Oceania,12/1/2009,161,,$1B,6%,,$0B,$0B
Tonga,Oceania,12/1/2009,172,,$0B,10%,51%,$0B,$0B
Papua New Guinea,Oceania,12/1/2009,3333,,$8B,2%,21%,$0B,$0B
Solomon Islands,Oceania,12/1/2009,198,,$1B,4%,10%,$0B,$0B
Marshall Islands,Oceania,12/1/2010,103,,$0B,7%,,$0B,
Australia,Oceania,12/1/2010,373081,122512,"$1,140B",76%,100%,$32B,$28B
New Zealand,Oceania,12/1/2010,31551,18287,$143B,81%,108%,$5B,$3B
French Polynesia,Oceania,12/1/2010,884,,,49%,81%,$0B,$0B
New Caledonia,Oceania,12/1/2010,3920,,,42%,90%,$0B,$0B
Guam,Oceania,12/1/2010,,,,54%,,,
American Samoa,Oceania,12/1/2010,,,,,,,
Fiji,Oceania,12/1/2010,1291,,$3B,20%,81%,$1B,$0B
Kiribati,Oceania,12/1/2010,62,,$0B,9%,11%,,
"Micronesia, Fed. Sts.",Oceania,12/1/2010,103,,$0B,20%,27%,$0B,$0B
Vanuatu,Oceania,12/1/2010,117,,$1B,8%,72%,$0B,$0B
Tonga,Oceania,12/1/2010,158,,$0B,16%,52%,,
Samoa,Oceania,12/1/2010,161,,$1B,7%,,$0B,$0B
Papua New Guinea,Oceania,12/1/2010,3135,,$9B,1%,28%,$0B,$0B
Solomon Islands,Oceania,12/1/2010,202,,$1B,5%,22%,$0B,$0B
American Samoa,Oceania,12/1/2011,,,,,,,
Marshall Islands,Oceania,12/1/2011,,,$0B,8%,,,
New Zealand,Oceania,12/1/2011,,18167,$164B,81%,109%,$6B,$3B
Australia,Oceania,12/1/2011,,122888,"$1,390B",80%,105%,$34B,$33B
New Caledonia,Oceania,12/1/2011,,,,50%,91%,$0B,$0B
French Polynesia,Oceania,12/1/2011,,,,49%,82%,$0B,$0B
Guam,Oceania,12/1/2011,,,,58%,,,
Fiji,Oceania,12/1/2011,,,$4B,28%,84%,$1B,$0B
Kiribati,Oceania,12/1/2011,,,$0B,10%,14%,,
"Micronesia, Fed. Sts.",Oceania,12/1/2011,,,$0B,23%,27%,$0B,$0B
Vanuatu,Oceania,12/1/2011,,,$1B,9%,64%,$0B,$0B
Tonga,Oceania,12/1/2011,,,$0B,25%,53%,,
Samoa,Oceania,12/1/2011,,,$1B,11%,,$0B,$0B
Papua New Guinea,Oceania,12/1/2011,,,$12B,2%,34%,$0B,
Solomon Islands,Oceania,12/1/2011,,,$1B,6%,51%,$0B,$0B
American Samoa,Oceania,12/1/2012,,,,,,,
Marshall Islands,Oceania,12/1/2012,,,$0B,10%,,,
New Zealand,Oceania,12/1/2012,,18566,$171B,82%,110%,$5B,$4B
Australia,Oceania,12/1/2012,,133681,"$1,530B",79%,106%,$34B,$35B
New Caledonia,Oceania,12/1/2012,,,,58%,91%,,
French Polynesia,Oceania,12/1/2012,,,,53%,83%,,
Guam,Oceania,12/1/2012,,,,62%,,,
Fiji,Oceania,12/1/2012,,,$4B,34%,98%,$1B,$0B
Kiribati,Oceania,12/1/2012,,,$0B,11%,16%,,
"Micronesia, Fed. Sts.",Oceania,12/1/2012,,,$0B,26%,30%,,
Tonga,Oceania,12/1/2012,,,$0B,35%,53%,,
Vanuatu,Oceania,12/1/2012,,,$1B,11%,59%,$0B,$0B
Samoa,Oceania,12/1/2012,,,$1B,13%,,$0B,$0B
Papua New Guinea,Oceania,12/1/2012,,,$16B,4%,38%,,
Solomon Islands,Oceania,12/1/2012,,,$1B,7%,55%,$0B,$0B
Cayman Islands,The Americas,12/1/2004,499,,,,72%,$1B,
Curacao,The Americas,12/1/2004,,,,,,$0B,$0B
Sint Maarten (Dutch part),The Americas,12/1/2004,,,,,,$1B,$0B
Turks and Caicos Islands,The Americas,12/1/2004,103,,,,,,
St. Kitts and Nevis,The Americas,12/1/2004,227,76,$0B,25%,60%,$0B,$0B
Dominica,The Americas,12/1/2004,110,39,$0B,30%,60%,$0B,$0B
Canada,The Americas,12/1/2004,552349,267619,"$1,020B",66%,47%,$15B,$19B
Cuba,The Americas,12/1/2004,25005,11312,$38B,8%,1%,$2B,
Puerto Rico,The Americas,12/1/2004,,,$80B,22%,49%,$3B,$2B
United States,The Americas,12/1/2004,5790765,2307819,"$12,300B",65%,63%,$116B,$95B
Trinidad and Tobago,The Americas,12/1/2004,30993,14115,$13B,27%,51%,$1B,$0B
Chile,The Americas,12/1/2004,60047,27514,$101B,28%,57%,$2B,$1B
Greenland,The Americas,12/1/2004,583,,$2B,56%,69%,,
Uruguay,The Americas,12/1/2004,5611,2869,$14B,17%,18%,$1B,$0B
Jamaica,The Americas,12/1/2004,10715,3769,$10B,10%,69%,$2B,$0B
St. Martin (French part),The Americas,12/1/2004,,,,,,,
St. Vincent and the Grenadines,The Americas,12/1/2004,194,66,$1B,7%,66%,$0B,$0B
St. Lucia,The Americas,12/1/2004,356,120,$1B,21%,62%,$0B,$0B
Costa Rica,The Americas,12/1/2004,6931,3880,$19B,21%,22%,$2B,$0B
Grenada,The Americas,12/1/2004,205,74,$1B,20%,42%,$0B,$0B
Suriname,The Americas,12/1/2004,2292,664,$1B,6%,43%,$0B,$0B
El Salvador,The Americas,12/1/2004,6366,4382,$16B,3%,30%,$1B,$0B
Guyana,The Americas,12/1/2004,1628,479,$1B,,23%,$0B,$0B
Colombia,The Americas,12/1/2004,55071,26001,$117B,9%,25%,$1B,$1B
Peru,The Americas,12/1/2004,31896,12875,$66B,14%,15%,$1B,$1B
Venezuela,The Americas,12/1/2004,168268,56441,$112B,8%,32%,$1B,$2B
Mexico,The Americas,12/1/2004,410744,159324,$770B,14%,35%,$12B,$8B
Panama,The Americas,12/1/2004,5805,2613,$14B,11%,38%,$1B,$0B
Dominican Republic,The Americas,12/1/2004,18786,6528,$22B,9%,28%,$3B,$0B
Ecuador,The Americas,12/1/2004,28658,10278,$37B,5%,26%,$0B,$1B
Paraguay,The Americas,12/1/2004,4089,4002,$8B,4%,30%,$0B,$0B
Nicaragua,The Americas,12/1/2004,4426,2821,$6B,2%,14%,$0B,$0B
Haiti,The Americas,12/1/2004,1988,2288,$4B,5%,4%,$0B,$0B
Honduras,The Americas,12/1/2004,7367,3853,$9B,6%,11%,$0B,$0B
Guatemala,The Americas,12/1/2004,11621,7785,$24B,5%,26%,$1B,$0B
Cayman Islands,The Americas,12/1/2005,513,,,38%,167%,$0B,
Curacao,The Americas,12/1/2005,,,,,,$0B,$0B
Sint Maarten (Dutch part),The Americas,12/1/2005,,,,,,$1B,$0B
Turks and Caicos Islands,The Americas,12/1/2005,121,,,,,,
Dominica,The Americas,12/1/2005,114,41,$0B,39%,74%,$0B,$0B
St. Kitts and Nevis,The Americas,12/1/2005,235,79,$1B,34%,104%,$0B,$0B
Cuba,The Americas,12/1/2005,26006,10758,$43B,10%,1%,$3B,
Canada,The Americas,12/1/2005,563072,272206,"$1,160B",72%,53%,$16B,$23B
Aruba,The Americas,12/1/2005,2274,,$2B,25%,103%,$1B,$0B
Barbados,The Americas,12/1/2005,1353,390,$4B,53%,75%,$1B,$0B
Puerto Rico,The Americas,12/1/2005,,,$84B,23%,53%,$3B,$2B
Bermuda,The Americas,12/1/2005,444,,$5B,65%,82%,$0B,$0B
United States,The Americas,12/1/2005,5826394,2318861,"$13,100B",68%,68%,$127B,
Trinidad and Tobago,The Americas,12/1/2005,28581,16880,$16B,29%,71%,$1B,$0B
"Bahamas, The",The Americas,12/1/2005,1599,696,$8B,25%,69%,$2B,$1B
Uruguay,The Americas,12/1/2005,5776,2957,$17B,20%,35%,$1B,$0B
Chile,The Americas,12/1/2005,61730,28352,$124B,31%,65%,$2B,$1B
Greenland,The Americas,12/1/2005,609,,$2B,58%,82%,,
St. Lucia,The Americas,12/1/2005,367,123,$1B,22%,64%,$0B,$0B
Costa Rica,The Americas,12/1/2005,7088,3865,$20B,22%,26%,$2B,$1B
Brazil,The Americas,12/1/2005,347309,215332,$882B,21%,46%,$4B,$6B
Jamaica,The Americas,12/1/2005,10645,3717,$11B,13%,74%,$2B,$0B
St. Vincent and the Grenadines,The Americas,12/1/2005,198,67,$1B,9%,65%,$0B,$0B
Argentina,The Americas,12/1/2005,160952,66973,$223B,18%,57%,$3B,$4B
St. Martin (French part),The Americas,12/1/2005,,,,,,,
Grenada,The Americas,12/1/2005,216,79,$1B,21%,46%,$0B,$0B
Antigua and Barbuda,The Americas,12/1/2005,411,137,$1B,27%,104%,$0B,$0B
Suriname,The Americas,12/1/2005,2380,696,$2B,6%,47%,$0B,$0B
El Salvador,The Americas,12/1/2005,6454,4509,$17B,4%,40%,$1B,$0B
Colombia,The Americas,12/1/2005,60946,27085,$147B,11%,51%,$2B,$2B
Guyana,The Americas,12/1/2005,1434,495,$1B,,37%,$0B,$0B
Peru,The Americas,12/1/2005,37136,13646,$74B,17%,20%,$1B,$1B
Venezuela,The Americas,12/1/2005,181630,66558,$146B,13%,47%,$1B,$2B
Mexico,The Americas,12/1/2005,435046,170263,$866B,17%,43%,$13B,$9B
Panama,The Americas,12/1/2005,6839,2884,$15B,12%,52%,$1B,$0B
Dominican Republic,The Americas,12/1/2005,19651,6840,$34B,12%,39%,$4B,$1B
Ecuador,The Americas,12/1/2005,29908,11048,$42B,6%,45%,$0B,$1B
Nicaragua,The Americas,12/1/2005,4320,2836,$6B,3%,21%,$0B,$0B
Paraguay,The Americas,12/1/2005,3832,3954,$9B,8%,32%,$0B,$0B
Belize,The Americas,12/1/2005,396,161,$1B,9%,35%,$0B,$0B
Haiti,The Americas,12/1/2005,2076,2585,$4B,6%,5%,$0B,$0B
Bolivia,The Americas,12/1/2005,12325,5183,$10B,5%,26%,$0B,$0B
Honduras,The Americas,12/1/2005,7554,3997,$10B,7%,19%,$0B,$0B
Guatemala,The Americas,12/1/2005,12453,7855,$27B,6%,36%,$1B,$1B
Cayman Islands,The Americas,12/1/2006,517,,,45%,185%,$1B,$0B
Sint Maarten (Dutch part),The Americas,12/1/2006,,,,,,$1B,$0B
Turks and Caicos Islands,The Americas,12/1/2006,143,,,,,,
St. Kitts and Nevis,The Americas,12/1/2006,235,79,$1B,49%,102%,$0B,$0B
Cuba,The Americas,12/1/2006,27407,10847,$53B,11%,1%,$2B,
Canada,The Americas,12/1/2006,550233,268302,"$1,310B",72%,58%,$17B,$26B
Aruba,The Americas,12/1/2006,2274,,$2B,28%,108%,$1B,$0B
Puerto Rico,The Americas,12/1/2006,,,$87B,25%,59%,$3B,$2B
Barbados,The Americas,12/1/2006,1371,398,$4B,55%,86%,$1B,$0B
Bermuda,The Americas,12/1/2006,521,,$5B,70%,93%,$0B,$0B
Curacao,The Americas,12/1/2006,,,,,,$0B,$0B
United States,The Americas,12/1/2006,5737616,2296686,"$13,900B",69%,76%,$133B,
Dominica,The Americas,12/1/2006,110,42,$0B,39%,101%,$0B,$0B
Trinidad and Tobago,The Americas,12/1/2006,32152,19585,$18B,30%,117%,$1B,$0B
Greenland,The Americas,12/1/2006,627,,$2B,59%,95%,,
"Bahamas, The",The Americas,12/1/2006,1522,706,$8B,26%,75%,$2B,$1B
Uruguay,The Americas,12/1/2006,6648,3183,$20B,29%,70%,$1B,$0B
Chile,The Americas,12/1/2006,64393,29507,$155B,35%,75%,$2B,$2B
Jamaica,The Americas,12/1/2006,12020,4176,$12B,16%,84%,$2B,$0B
Brazil,The Americas,12/1/2006,347668,222818,"$1,090B",28%,53%,$5B,$8B
St. Lucia,The Americas,12/1/2006,367,119,$1B,25%,63%,$0B,$0B
Costa Rica,The Americas,12/1/2006,7437,4182,$23B,25%,33%,$2B,$1B
St. Vincent and the Grenadines,The Americas,12/1/2006,202,70,$1B,12%,81%,$0B,$0B
Argentina,The Americas,12/1/2006,174238,73128,$264B,21%,81%,$4B,$4B
Antigua and Barbuda,The Americas,12/1/2006,425,143,$1B,30%,132%,$0B,$0B
St. Martin (French part),The Americas,12/1/2006,,,,,,,
Grenada,The Americas,12/1/2006,231,81,$1B,21%,45%,$0B,$0B
Suriname,The Americas,12/1/2006,2442,714,$3B,10%,63%,$0B,$0B
El Salvador,The Americas,12/1/2006,6846,4735,$19B,6%,63%,$1B,$0B
Colombia,The Americas,12/1/2006,62940,28568,$163B,15%,68%,$2B,$2B
Mexico,The Americas,12/1/2006,441796,172307,$967B,20%,49%,$13B,$9B
Guyana,The Americas,12/1/2006,1291,500,$1B,,52%,$0B,$0B
Peru,The Americas,12/1/2006,35064,13248,$88B,21%,33%,$2B,$1B
Venezuela,The Americas,12/1/2006,171825,63705,$183B,15%,69%,$1B,$2B
Panama,The Americas,12/1/2006,7371,3093,$17B,17%,63%,$1B,$0B
Dominican Republic,The Americas,12/1/2006,20693,7068,$36B,15%,49%,$4B,$0B
Ecuador,The Americas,12/1/2006,29688,10255,$47B,7%,61%,$0B,$1B
Paraguay,The Americas,12/1/2006,3986,4076,$11B,8%,54%,$0B,$0B
Nicaragua,The Americas,12/1/2006,4466,2824,$7B,3%,33%,$0B,$0B
Belize,The Americas,12/1/2006,407,172,$1B,10%,42%,$0B,$0B
Haiti,The Americas,12/1/2006,2112,2645,$5B,7%,13%,$0B,$0B
Bolivia,The Americas,12/1/2006,14910,6439,$11B,6%,30%,$0B,$0B
Honduras,The Americas,12/1/2006,7008,3993,$11B,8%,32%,$1B,$0B
Guatemala,The Americas,12/1/2006,12526,7940,$30B,7%,55%,$1B,$1B
Turks and Caicos Islands,The Americas,12/1/2007,158,,,,,,
Dominica,The Americas,12/1/2007,150,43,$0B,40%,126%,$0B,$0B
St. Kitts and Nevis,The Americas,12/1/2007,249,83,$1B,52%,128%,$0B,$0B
Sint Maarten (Dutch part),The Americas,12/1/2007,,,,,,$1B,$0B
Cuba,The Americas,12/1/2007,26736,10137,$59B,12%,2%,$2B,
Canada,The Americas,12/1/2007,560802,271728,"$1,460B",73%,62%,$18B,$31B
Aruba,The Americas,12/1/2007,2358,,$3B,31%,112%,$1B,$0B
Puerto Rico,The Americas,12/1/2007,,,$90B,28%,65%,$3B,$2B
Barbados,The Americas,12/1/2007,1426,401,$5B,58%,93%,$1B,$0B
Curacao,The Americas,12/1/2007,,,,,,$0B,$0B
Bermuda,The Americas,12/1/2007,517,,$6B,74%,107%,$1B,$0B
Cayman Islands,The Americas,12/1/2007,612,,,52%,197%,$0B,$0B
United States,The Americas,12/1/2007,5828697,2337014,"$14,500B",75%,82%,$149B,
Trinidad and Tobago,The Americas,12/1/2007,46461,20331,$22B,32%,115%,$1B,$0B
Greenland,The Americas,12/1/2007,616,,$2B,61%,117%,,
"Bahamas, The",The Americas,12/1/2007,1547,709,$8B,27%,109%,$2B,$1B
Uruguay,The Americas,12/1/2007,5999,3172,$23B,34%,90%,$1B,$0B
Chile,The Americas,12/1/2007,71154,30565,$173B,36%,84%,$2B,$2B
Jamaica,The Americas,12/1/2007,13480,4200,$13B,21%,99%,$2B,$0B
Brazil,The Americas,12/1/2007,363213,235460,"$1,370B",31%,64%,$5B,$10B
St. Lucia,The Americas,12/1/2007,385,128,$1B,28%,86%,$0B,$0B
Argentina,The Americas,12/1/2007,180416,73673,$330B,26%,103%,$5B,$5B
St. Martin (French part),The Americas,12/1/2007,,,,,,,
Costa Rica,The Americas,12/1/2007,8573,4508,$26B,28%,34%,$2B,$1B
St. Vincent and the Grenadines,The Americas,12/1/2007,202,70,$1B,16%,101%,$0B,$0B
Antigua and Barbuda,The Americas,12/1/2007,444,146,$1B,34%,133%,$0B,$0B
Suriname,The Americas,12/1/2007,2442,714,$3B,14%,74%,$0B,$0B
Grenada,The Americas,12/1/2007,238,81,$1B,22%,50%,$0B,$0B
El Salvador,The Americas,12/1/2007,6898,4479,$20B,6%,100%,$1B,$0B
Colombia,The Americas,12/1/2007,63439,27919,$208B,22%,76%,$2B,$2B
Peru,The Americas,12/1/2007,43208,14334,$102B,25%,54%,$2B,$1B
Mexico,The Americas,12/1/2007,455845,176711,"$1,040B",21%,59%,$14B,$10B
Panama,The Americas,12/1/2007,7125,3024,$21B,22%,86%,$2B,$0B
Guyana,The Americas,12/1/2007,1566,500,$2B,14%,70%,$0B,$0B
Venezuela,The Americas,12/1/2007,175785,62934,$230B,21%,86%,$1B,$2B
Dominican Republic,The Americas,12/1/2007,21430,7058,$41B,18%,57%,$4B,$1B
Ecuador,The Americas,12/1/2007,30759,11332,$51B,11%,70%,$1B,$1B
Paraguay,The Americas,12/1/2007,4136,4225,$14B,11%,77%,$0B,$0B
Nicaragua,The Americas,12/1/2007,4595,2871,$7B,4%,45%,$0B,$0B
Belize,The Americas,12/1/2007,425,178,$1B,11%,41%,$0B,$0B
Haiti,The Americas,12/1/2007,2391,2509,$6B,7%,26%,$0B,$0B
Bolivia,The Americas,12/1/2007,12757,5372,$13B,11%,34%,$0B,$0B
Honduras,The Americas,12/1/2007,8779,4692,$12B,9%,58%,$1B,$0B
Guatemala,The Americas,12/1/2007,12636,8528,$34B,7%,89%,$1B,$1B
Cayman Islands,The Americas,12/1/2008,631,,,61%,186%,$1B,$0B
Turks and Caicos Islands,The Americas,12/1/2008,158,,,,,,
Dominica,The Americas,12/1/2008,128,,$0B,41%,128%,$0B,$0B
St. Kitts and Nevis,The Americas,12/1/2008,249,,$1B,60%,146%,$0B,$0B
Cuba,The Americas,12/1/2008,30443,10566,$61B,13%,3%,$2B,
Aruba,The Americas,12/1/2008,2288,,$3B,52%,119%,$1B,$0B
Canada,The Americas,12/1/2008,544975,264724,"$1,540B",77%,66%,$18B,$34B
Puerto Rico,The Americas,12/1/2008,,,$94B,38%,68%,$4B,$2B
Sint Maarten (Dutch part),The Americas,12/1/2008,,,,,,$1B,$0B
Barbados,The Americas,12/1/2008,1635,,$5B,61%,104%,$1B,$0B
Bermuda,The Americas,12/1/2008,389,,$6B,82%,122%,$0B,$0B
Curacao,The Americas,12/1/2008,,,,,,$0B,$0B
United States,The Americas,12/1/2008,5656839,2277034,"$14,700B",74%,85%,$171B,
Trinidad and Tobago,The Americas,12/1/2008,42541,19563,$28B,35%,137%,$1B,$0B
Greenland,The Americas,12/1/2008,638,,$2B,63%,99%,,
Uruguay,The Americas,12/1/2008,8331,4153,$30B,39%,105%,$1B,$0B
Chile,The Americas,12/1/2008,71224,30310,$180B,37%,88%,$3B,$2B
Brazil,The Americas,12/1/2008,387675,248594,"$1,650B",34%,79%,$6B,$13B
Jamaica,The Americas,12/1/2008,11947,4078,$14B,24%,100%,$2B,$0B
"Bahamas, The",The Americas,12/1/2008,1045,,$8B,32%,103%,$2B,$0B
Costa Rica,The Americas,12/1/2008,8647,4586,$30B,32%,42%,$3B,$1B
St. Lucia,The Americas,12/1/2008,396,,$1B,32%,101%,$0B,$0B
Argentina,The Americas,12/1/2008,190057,77794,$406B,28%,117%,$5B,$6B
St. Martin (French part),The Americas,12/1/2008,,,,,,,
St. Vincent and the Grenadines,The Americas,12/1/2008,202,,$1B,21%,119%,$0B,$0B
Antigua and Barbuda,The Americas,12/1/2008,458,,$1B,38%,160%,$0B,$0B
Suriname,The Americas,12/1/2008,2442,,$4B,21%,128%,$0B,$0B
Grenada,The Americas,12/1/2008,260,,$1B,23%,58%,$0B,$0B
Colombia,The Americas,12/1/2008,66439,29208,$244B,26%,92%,$2B,$2B
Mexico,The Americas,12/1/2008,471444,181876,"$1,100B",22%,66%,$15B,$10B
El Salvador,The Americas,12/1/2008,6546,4499,$21B,10%,113%,$1B,$0B
Peru,The Americas,12/1/2008,41279,15044,$121B,31%,73%,$2B,$1B
Venezuela,The Americas,12/1/2008,186812,69597,$316B,26%,98%,$1B,$3B
Panama,The Americas,12/1/2008,7576,3053,$25B,34%,110%,$2B,$1B
