Country/Region,Region,Year,Health Exp % GDP,Health Exp/Capita,Infant Mortality Rate,Life Expectancy Female,Life Expectancy Male
Bolivia,The Americas,12/1/2005,5.60%,$57 ,0.044,67,63
Honduras,The Americas,12/1/2005,7.70%,$109 ,0.026,74,69
Guatemala,The Americas,12/1/2005,6.50%,$138 ,0.033,73,66
Cayman Islands,The Americas,12/1/2006,0,0,0,0,0
Sint Maarten (Dutch part),The Americas,12/1/2006,0,0,0,0,0
Turks and Caicos Islands,The Americas,12/1/2006,0,0,0,0,0
St. Kitts and Nevis,The Americas,12/1/2006,4.00%,$517 ,0.01,0,0
Cuba,The Americas,12/1/2006,7.70%,$360 ,0.005,80,76
Canada,The Americas,12/1/2006,10.00%,"$3,904 ",0.005,83,78
Aruba,The Americas,12/1/2006,0,0,0,77,72
Puerto Rico,The Americas,12/1/2006,0,0,0,83,74
Barbados,The Americas,12/1/2006,7.10%,$826 ,0.014,77,72
Bermuda,The Americas,12/1/2006,0,0,0,82,76
Curacao,The Americas,12/1/2006,0,0,0,79,71
United States,The Americas,12/1/2006,15.90%,"$7,110 ",0.007,80,75
Dominica,The Americas,12/1/2006,5.00%,$271 ,0.012,0,0
Trinidad and Tobago,The Americas,12/1/2006,4.40%,$625 ,0.023,73,66
Greenland,The Americas,12/1/2006,0,0,0,72,67
"Bahamas, The",The Americas,12/1/2006,6.90%,"$1,645 ",0.012,77,71
Uruguay,The Americas,12/1/2006,8.30%,$491 ,0.012,80,72
Chile,The Americas,12/1/2006,6.20%,$587 ,0.008,81,75
Jamaica,The Americas,12/1/2006,4.20%,$187 ,0.018,75,69
Brazil,The Americas,12/1/2006,8.50%,$491 ,0.019,76,68
St. Lucia,The Americas,12/1/2006,6.50%,$393 ,0.015,76,71
Costa Rica,The Americas,12/1/2006,7.80%,$410 ,0.009,81,76
St. Vincent and the Grenadines,The Americas,12/1/2006,3.90%,$218 ,0.019,74,69
Argentina,The Americas,12/1/2006,8.30%,$454 ,0.015,79,71
Antigua and Barbuda,The Americas,12/1/2006,4.50%,$607 ,0.01,77,72
St. Martin (French part),The Americas,12/1/2006,0,0,0,81,75
Grenada,The Americas,12/1/2006,6.40%,$435 ,0.013,74,69
Suriname,The Americas,12/1/2006,6.20%,$323 ,0.025,73,66
El Salvador,The Americas,12/1/2006,6.70%,$203 ,0.019,76,66
Colombia,The Americas,12/1/2006,6.10%,$227 ,0.018,76,69
Mexico,The Americas,12/1/2006,5.70%,$515 ,0.016,78,73
Guyana,The Americas,12/1/2006,4.10%,$79 ,0.035,68,62
Peru,The Americas,12/1/2006,4.50%,$149 ,0.02,75,70
Venezuela,The Americas,12/1/2006,5.70%,$387 ,0.015,76,71
Panama,The Americas,12/1/2006,7.00%,$350 ,0.019,79,73
Dominican Republic,The Americas,12/1/2006,5.20%,$197 ,0.028,75,69
Ecuador,The Americas,12/1/2006,6.50%,$216 ,0.023,78,72
Paraguay,The Americas,12/1/2006,5.70%,$101 ,0.023,74,69
Nicaragua,The Americas,12/1/2006,6.30%,$78 ,0.025,75,69
Belize,The Americas,12/1/2006,4.40%,$192 ,0.018,75,69
Haiti,The Americas,12/1/2006,5.70%,$30 ,0.064,62,58
Bolivia,The Americas,12/1/2006,4.80%,$58 ,0.042,67,63
Honduras,The Americas,12/1/2006,7.60%,$118 ,0.025,74,69
Guatemala,The Americas,12/1/2006,7.30%,$171 ,0.032,73,66
Turks and Caicos Islands,The Americas,12/1/2007,0,0,0,0,0
Dominica,The Americas,12/1/2007,5.10%,$298 ,0.012,0,0
St. Kitts and Nevis,The Americas,12/1/2007,4.10%,$551 ,0.01,0,0
Sint Maarten (Dutch part),The Americas,12/1/2007,0,0,0,77,72
Cuba,The Americas,12/1/2007,10.40%,$587 ,0.005,80,76
Canada,The Americas,12/1/2007,10.00%,"$4,330 ",0.005,83,78
Aruba,The Americas,12/1/2007,0,0,0,77,72
Puerto Rico,The Americas,12/1/2007,0,0,0,83,74
Barbados,The Americas,12/1/2007,7.50%,$928 ,0.014,77,72
Curacao,The Americas,12/1/2007,0,0,0,79,72
Bermuda,The Americas,12/1/2007,0,0,0,82,76
Cayman Islands,The Americas,12/1/2007,0,0,0,0,0
United States,The Americas,12/1/2007,16.10%,"$7,486 ",0.007,80,75
Trinidad and Tobago,The Americas,12/1/2007,4.80%,$790 ,0.023,73,66
Greenland,The Americas,12/1/2007,0,0,0,72,68
"Bahamas, The",The Americas,12/1/2007,7.10%,"$1,721 ",0.012,77,71
Uruguay,The Americas,12/1/2007,8.00%,$560 ,0.012,80,73
Chile,The Americas,12/1/2007,6.40%,$665 ,0.008,82,76
Jamaica,The Americas,12/1/2007,4.90%,$230 ,0.017,75,69
Brazil,The Americas,12/1/2007,8.50%,$609 ,0.018,76,69
St. Lucia,The Americas,12/1/2007,6.80%,$452 ,0.014,76,71
Argentina,The Americas,12/1/2007,8.20%,$548 ,0.014,79,71
St. Martin (French part),The Americas,12/1/2007,0,0,0,82,75
Costa Rica,The Americas,12/1/2007,8.40%,$525 ,0.009,81,76
St. Vincent and the Grenadines,The Americas,12/1/2007,3.90%,$246 ,0.019,74,70
Antigua and Barbuda,The Americas,12/1/2007,4.60%,$698 ,0.01,77,72
Suriname,The Americas,12/1/2007,5.90%,$341 ,0.024,73,66
Grenada,The Americas,12/1/2007,6.10%,$448 ,0.012,74,69
El Salvador,The Americas,12/1/2007,6.30%,$207 ,0.018,76,66
Colombia,The Americas,12/1/2007,6.30%,$291 ,0.017,77,69
Peru,The Americas,12/1/2007,5.10%,$192 ,0.019,76,70
Mexico,The Americas,12/1/2007,5.80%,$565 ,0.016,78,74
Panama,The Americas,12/1/2007,6.70%,$382 ,0.018,79,74
Guyana,The Americas,12/1/2007,3.90%,$89 ,0.034,68,62
Venezuela,The Americas,12/1/2007,6.00%,$497 ,0.015,77,71
Dominican Republic,The Americas,12/1/2007,5.00%,$212 ,0.028,75,69
Ecuador,The Americas,12/1/2007,6.70%,$241 ,0.023,78,72
Paraguay,The Americas,12/1/2007,6.00%,$135 ,0.023,74,70
Nicaragua,The Americas,12/1/2007,6.90%,$92 ,0.024,76,70
Belize,The Americas,12/1/2007,4.80%,$215 ,0.017,76,70
Haiti,The Americas,12/1/2007,5.40%,$34 ,0.063,62,59
Bolivia,The Americas,12/1/2007,4.70%,$64 ,0.04,68,63
Honduras,The Americas,12/1/2007,7.90%,$136 ,0.024,74,70
Guatemala,The Americas,12/1/2007,7.20%,$184 ,0.031,74,67
Cayman Islands,The Americas,12/1/2008,0,0,0,0,0
Turks and Caicos Islands,The Americas,12/1/2008,0,0,0,0,0
Dominica,The Americas,12/1/2008,4.90%,$316 ,0.012,0,0
St. Kitts and Nevis,The Americas,12/1/2008,4.20%,$603 ,0.009,0,0
Cuba,The Americas,12/1/2008,10.80%,$584 ,0.005,80,76
Aruba,The Americas,12/1/2008,0,0,0,77,72
Canada,The Americas,12/1/2008,10.30%,"$4,623 ",0.005,83,78
Puerto Rico,The Americas,12/1/2008,0,0,0,83,75
Sint Maarten (Dutch part),The Americas,12/1/2008,0,0,0,77,72
Barbados,The Americas,12/1/2008,7.50%,$996 ,0.014,77,72
Bermuda,The Americas,12/1/2008,0,0,0,82,77
Curacao,The Americas,12/1/2008,0,0,0,79,72
United States,The Americas,12/1/2008,16.50%,"$7,769 ",0.007,81,76
Trinidad and Tobago,The Americas,12/1/2008,4.40%,$924 ,0.022,73,66
Greenland,The Americas,12/1/2008,0,0,0,73,68
Uruguay,The Americas,12/1/2008,8.00%,$722 ,0.011,80,73
Chile,The Americas,12/1/2008,6.80%,$732 ,0.008,82,76
Brazil,The Americas,12/1/2008,8.30%,$714 ,0.017,76,69
Jamaica,The Americas,12/1/2008,5.40%,$272 ,0.017,75,70
"Bahamas, The",The Americas,12/1/2008,7.30%,"$1,729 ",0.012,77,71
Costa Rica,The Americas,12/1/2008,9.00%,$593 ,0.009,81,77
St. Lucia,The Americas,12/1/2008,7.50%,$503 ,0.014,77,71
Argentina,The Americas,12/1/2008,8.30%,$686 ,0.014,79,72
St. Martin (French part),The Americas,12/1/2008,0,0,0,82,75
St. Vincent and the Grenadines,The Americas,12/1/2008,4.70%,$299 ,0.019,74,70
Antigua and Barbuda,The Americas,12/1/2008,4.40%,$702 ,0.009,77,73
Suriname,The Americas,12/1/2008,5.90%,$406 ,0.024,73,67
Grenada,The Americas,12/1/2008,6.00%,$474 ,0.012,74,70
Colombia,The Americas,12/1/2008,6.60%,$358 ,0.017,77,69
Mexico,The Americas,12/1/2008,5.80%,$598 ,0.015,79,74
El Salvador,The Americas,12/1/2008,6.20%,$216 ,0.017,76,67
Peru,The Americas,12/1/2008,5.70%,$255 ,0.017,76,71
Venezuela,The Americas,12/1/2008,5.60%,$633 ,0.014,77,71
Panama,The Americas,12/1/2008,7.30%,$473 ,0.018,80,74
Guyana,The Americas,12/1/2008,6.60%,$165 ,0.034,68,63
Ecuador,The Americas,12/1/2008,6.30%,$268 ,0.022,78,72
Dominican Republic,The Americas,12/1/2008,5.30%,$244 ,0.027,76,69
Paraguay,The Americas,12/1/2008,5.60%,$167 ,0.022,74,70
Nicaragua,The Americas,12/1/2008,7.20%,$105 ,0.024,76,70
Belize,The Americas,12/1/2008,5.10%,$237 ,0.017,76,70
Haiti,The Americas,12/1/2008,5.50%,$36 ,0.061,63,59
Bolivia,The Americas,12/1/2008,4.90%,$84 ,0.038,68,64
Honduras,The Americas,12/1/2008,8.40%,$159 ,0.023,75,70
Guatemala,The Americas,12/1/2008,6.90%,$199 ,0.03,74,67
Turks and Caicos Islands,The Americas,12/1/2009,0,0,0,0,0
Dominica,The Americas,12/1/2009,5.00%,$342 ,0.011,0,0
St. Kitts and Nevis,The Americas,12/1/2009,5.00%,$686 ,0.009,0,0
Sint Maarten (Dutch part),The Americas,12/1/2009,0,0,0,78,73
Cuba,The Americas,12/1/2009,11.70%,$651 ,0.005,81,77
Aruba,The Americas,12/1/2009,0,0,0,77,72
Canada,The Americas,12/1/2009,11.40%,"$4,528 ",0.005,83,79
Puerto Rico,The Americas,12/1/2009,0,0,0,82,74
Bermuda,The Americas,12/1/2009,0,0,0,82,77
Barbados,The Americas,12/1/2009,8.00%,"$1,025 ",0.014,77,72
Curacao,The Americas,12/1/2009,0,0,0,80,72
United States,The Americas,12/1/2009,17.70%,"$8,009 ",0.006,81,76
Chile,The Americas,12/1/2009,7.50%,$760 ,0.008,82,76
Trinidad and Tobago,The Americas,12/1/2009,6.10%,$887 ,0.021,73,66
Uruguay,The Americas,12/1/2009,8.90%,$803 ,0.011,80,73
Cayman Islands,The Americas,12/1/2009,0,0,0,0,0
Greenland,The Americas,12/1/2009,0,0,0,73,68
Brazil,The Americas,12/1/2009,8.80%,$733 ,0.016,77,69
Jamaica,The Americas,12/1/2009,5.20%,$229 ,0.016,75,70
"Bahamas, The",The Americas,12/1/2009,7.40%,"$1,640 ",0.012,78,71
Costa Rica,The Americas,12/1/2009,9.70%,$619 ,0.009,81,77
St. Vincent and the Grenadines,The Americas,12/1/2009,5.10%,$317 ,0.019,74,70
St. Lucia,The Americas,12/1/2009,8.10%,$537 ,0.014,77,72
Argentina,The Americas,12/1/2009,9.40%,$726 ,0.013,79,72
Antigua and Barbuda,The Americas,12/1/2009,4.60%,$638 ,0.009,78,73
St. Martin (French part),The Americas,12/1/2009,0,0,0,82,75
Suriname,The Americas,12/1/2009,6.10%,$457 ,0.023,73,67
Grenada,The Americas,12/1/2009,6.20%,$462 ,0.012,75,70
Colombia,The Americas,12/1/2009,7.00%,$358 ,0.016,77,70
Mexico,The Americas,12/1/2009,6.40%,$526 ,0.015,79,74
El Salvador,The Americas,12/1/2009,6.80%,$228 ,0.016,76,67
Peru,The Americas,12/1/2009,5.30%,$234 ,0.016,76,71
Venezuela,The Americas,12/1/2009,5.80%,$665 ,0.014,77,71
Panama,The Americas,12/1/2009,8.10%,$541 ,0.017,80,74
Guyana,The Americas,12/1/2009,6.40%,$165 ,0.033,68,63
Dominican Republic,The Americas,12/1/2009,5.40%,$256 ,0.026,76,70
Ecuador,The Americas,12/1/2009,7.10%,$302 ,0.022,78,73
Nicaragua,The Americas,12/1/2009,7.70%,$109 ,0.023,77,70
Paraguay,The Americas,12/1/2009,7.50%,$187 ,0.021,74,70
Belize,The Americas,12/1/2009,5.80%,$259 ,0.016,76,70
Haiti,The Americas,12/1/2009,6.50%,$43 ,0.06,63,60
Bolivia,The Americas,12/1/2009,5.80%,$100 ,0.036,68,64
Honduras,The Americas,12/1/2009,9.10%,$173 ,0.022,75,70
Guatemala,The Americas,12/1/2009,7.10%,$190 ,0.029,74,67
Sint Maarten (Dutch part),The Americas,12/1/2010,0,0,0,0,0
Turks and Caicos Islands,The Americas,12/1/2010,0,0,0,0,0
St. Kitts and Nevis,The Americas,12/1/2010,5.40%,$739 ,0.009,0,0
Cuba,The Americas,12/1/2010,10.60%,$583 ,0.005,81,77
Aruba,The Americas,12/1/2010,0,0,0,77,73
Puerto Rico,The Americas,12/1/2010,0,0,0,82,74
Canada,The Americas,12/1/2010,11.40%,"$5,273 ",0.005,83,79
Bermuda,The Americas,12/1/2010,0,0,0,82,77
Dominica,The Americas,12/1/2010,6.00%,$400 ,0.011,0,0
Barbados,The Americas,12/1/2010,6.70%,$978 ,0.014,77,72
United States,The Americas,12/1/2010,17.70%,"$8,254 ",0.006,81,76
Curacao,The Americas,12/1/2010,0,0,0,0,0
Chile,The Americas,12/1/2010,7.10%,$894 ,0.008,82,76
Cayman Islands,The Americas,12/1/2010,0,0,0,0,0
Trinidad and Tobago,The Americas,12/1/2010,5.20%,$805 ,0.021,73,66
Greenland,The Americas,12/1/2010,0,0,0,73,69
Jamaica,The Americas,12/1/2010,5.30%,$255 ,0.016,76,70
Uruguay,The Americas,12/1/2010,8.70%,$998 ,0.011,80,73
Brazil,The Americas,12/1/2010,9.00%,$989 ,0.015,77,70
St. Lucia,The Americas,12/1/2010,7.80%,$525 ,0.014,77,72
"Bahamas, The",The Americas,12/1/2010,7.40%,"$1,626 ",0.011,78,72
Costa Rica,The Americas,12/1/2010,9.70%,$750 ,0.009,82,77
St. Vincent and the Grenadines,The Americas,12/1/2010,4.70%,$293 ,0.019,74,70
Argentina,The Americas,12/1/2010,8.20%,$751 ,0.013,79,72
Antigua and Barbuda,The Americas,12/1/2010,5.70%,$736 ,0.009,78,73
St. Martin (French part),The Americas,12/1/2010,0,0,0,82,76
Suriname,The Americas,12/1/2010,5.80%,$483 ,0.022,74,67
Grenada,The Americas,12/1/2010,6.00%,$438 ,0.012,75,70
El Salvador,The Americas,12/1/2010,6.90%,$238 ,0.015,76,67
Colombia,The Americas,12/1/2010,6.80%,$418 ,0.016,77,70
Mexico,The Americas,12/1/2010,6.30%,$603 ,0.014,79,74
Panama,The Americas,12/1/2010,8.50%,$627 ,0.017,80,74
Peru,The Americas,12/1/2010,4.90%,$257 ,0.015,77,71
Venezuela,The Americas,12/1/2010,4.70%,$639 ,0.014,77,71
Guyana,The Americas,12/1/2010,6.60%,$188 ,0.032,68,63
Dominican Republic,The Americas,12/1/2010,5.50%,$278 ,0.026,76,70
Ecuador,The Americas,12/1/2010,7.20%,$335 ,0.021,79,73
Paraguay,The Americas,12/1/2010,8.70%,$271 ,0.021,74,70
Belize,The Americas,12/1/2010,5.80%,$265 ,0.016,76,70
Nicaragua,The Americas,12/1/2010,7.60%,$112 ,0.022,77,71
Bolivia,The Americas,12/1/2010,5.50%,$106 ,0.035,69,64
Haiti,The Americas,12/1/2010,6.70%,$45 ,0.073,64,60
Honduras,The Americas,12/1/2010,8.70%,$176 ,0.021,75,70
Guatemala,The Americas,12/1/2010,6.90%,$198 ,0.028,75,68
Sint Maarten (Dutch part),The Americas,12/1/2011,0,0,0,0,0
Turks and Caicos Islands,The Americas,12/1/2011,0,0,0,0,0
Dominica,The Americas,12/1/2011,6.00%,$402 ,0.011,0,0
St. Kitts and Nevis,The Americas,12/1/2011,5.80%,$820 ,0.008,0,0
Cuba,The Americas,12/1/2011,10.60%,$648 ,0.006,81,77
Aruba,The Americas,12/1/2011,0,0,0,78,73
Puerto Rico,The Americas,12/1/2011,0,0,0,82,75
Canada,The Americas,12/1/2011,10.90%,"$5,656 ",0.005,83,79
Bermuda,The Americas,12/1/2011,0,0,0,82,77
Barbados,The Americas,12/1/2011,7.20%,$935 ,0.014,77,73
Curacao,The Americas,12/1/2011,0,0,0,81,74
United States,The Americas,12/1/2011,17.70%,"$8,467 ",0.006,81,76
Greenland,The Americas,12/1/2011,0,0,0,0,0
Chile,The Americas,12/1/2011,7.10%,"$1,022 ",0.007,82,76
Cayman Islands,The Americas,12/1/2011,0,0,0,0,0
Trinidad and Tobago,The Americas,12/1/2011,5.30%,$935 ,0.02,73,66
Brazil,The Americas,12/1/2011,8.90%,"$1,119 ",0.014,77,70
Jamaica,The Americas,12/1/2011,5.20%,$273 ,0.015,76,71
"Bahamas, The",The Americas,12/1/2011,7.50%,"$1,622 ",0.011,78,72
Uruguay,The Americas,12/1/2011,8.80%,"$1,213 ",0.01,80,73
St. Lucia,The Americas,12/1/2011,7.60%,$513 ,0.013,77,72
Costa Rica,The Americas,12/1/2011,10.20%,$883 ,0.009,82,77
St. Vincent and the Grenadines,The Americas,12/1/2011,4.90%,$310 ,0.018,74,70
Argentina,The Americas,12/1/2011,7.90%,$866 ,0.013,80,72
Antigua and Barbuda,The Americas,12/1/2011,5.50%,$703 ,0.008,78,73
St. Martin (French part),The Americas,12/1/2011,0,0,0,82,76
Suriname,The Americas,12/1/2011,6.00%,$490 ,0.022,74,67
Grenada,The Americas,12/1/2011,6.50%,$481 ,0.011,75,70
Colombia,The Americas,12/1/2011,6.50%,$466 ,0.015,77,70
Mexico,The Americas,12/1/2011,6.00%,$609 ,0.014,79,75
El Salvador,The Americas,12/1/2011,6.80%,$252 ,0.015,77,67
Venezuela,The Americas,12/1/2011,4.50%,$487 ,0.014,77,71
Peru,The Americas,12/1/2011,4.70%,$283 ,0.014,77,72
Panama,The Americas,12/1/2011,7.90%,$664 ,0.016,80,74
Guyana,The Americas,12/1/2011,6.80%,$221 ,0.032,69,63
Ecuador,The Americas,12/1/2011,6.90%,$362 ,0.02,79,73
Dominican Republic,The Americas,12/1/2011,5.40%,$293 ,0.025,76,70
Paraguay,The Americas,12/1/2011,8.90%,$352 ,0.02,74,70
Nicaragua,The Americas,12/1/2011,7.60%,$124 ,0.021,77,71
Belize,The Americas,12/1/2011,5.80%,$264 ,0.015,77,71
Haiti,The Americas,12/1/2011,8.50%,$62 ,0.057,64,61
Bolivia,The Americas,12/1/2011,5.00%,$115 ,0.033,69,65
Honduras,The Americas,12/1/2011,8.40%,$187 ,0.02,76,71
Guatemala,The Americas,12/1/2011,6.70%,$215 ,0.028,75,68
Sint Maarten (Dutch part),The Americas,12/1/2012,0,0,0,0,0
Turks and Caicos Islands,The Americas,12/1/2012,0,0,0,0,0
Dominica,The Americas,12/1/2012,5.90%,$392 ,0.011,0,0
St. Kitts and Nevis,The Americas,12/1/2012,5.90%,$825 ,0.008,0,0
Aruba,The Americas,12/1/2012,0,0,0,78,73
Cuba,The Americas,12/1/2012,8.60%,$558 ,0.005,81,77
Puerto Rico,The Americas,12/1/2012,0,0,0,82,75
Canada,The Americas,12/1/2012,10.90%,"$5,741 ",0.005,83,79
Bermuda,The Americas,12/1/2012,0,0,0,82,77
Cayman Islands,The Americas,12/1/2012,0,0,0,0,0
Curacao,The Americas,12/1/2012,0,0,0,0,0
Barbados,The Americas,12/1/2012,6.30%,$938 ,0.014,78,73
United States,The Americas,12/1/2012,17.90%,"$8,895 ",0.006,81,76
Greenland,The Americas,12/1/2012,0,0,0,0,0
Chile,The Americas,12/1/2012,7.20%,"$1,103 ",0.007,82,77
Trinidad and Tobago,The Americas,12/1/2012,5.40%,$972 ,0.02,74,66
Brazil,The Americas,12/1/2012,9.30%,"$1,056 ",0.013,77,70
Jamaica,The Americas,12/1/2012,5.90%,$318 ,0.015,76,71
"Bahamas, The",The Americas,12/1/2012,7.50%,"$1,647 ",0.011,78,72
Uruguay,The Americas,12/1/2012,8.90%,"$1,308 ",0.01,80,74
Costa Rica,The Americas,12/1/2012,10.10%,$951 ,0.009,82,78
St. Lucia,The Americas,12/1/2012,8.50%,$556 ,0.013,77,72
St. Martin (French part),The Americas,12/1/2012,0,0,0,82,76
St. Vincent and the Grenadines,The Americas,12/1/2012,5.20%,$340 ,0.018,75,70
Argentina,The Americas,12/1/2012,8.50%,$995 ,0.012,80,72
Antigua and Barbuda,The Americas,12/1/2012,5.20%,$681 ,0.008,78,73
Suriname,The Americas,12/1/2012,5.90%,$521 ,0.021,74,68
Grenada,The Americas,12/1/2012,6.40%,$478 ,0.011,75,70
Colombia,The Americas,12/1/2012,6.80%,$530 ,0.015,78,70
Mexico,The Americas,12/1/2012,6.10%,$618 ,0.013,80,75
El Salvador,The Americas,12/1/2012,6.70%,$254 ,0.014,77,68
Peru,The Americas,12/1/2012,5.10%,$337 ,0.014,77,72
Venezuela,The Americas,12/1/2012,4.60%,$593 ,0.013,78,72
Panama,The Americas,12/1/2012,7.60%,$723 ,0.016,80,75
Guyana,The Americas,12/1/2012,6.60%,$235 ,0.031,69,63
Dominican Republic,The Americas,12/1/2012,5.40%,$310 ,0.024,76,70
Ecuador,The Americas,12/1/2012,6.40%,$361 ,0.02,79,73
Nicaragua,The Americas,12/1/2012,8.20%,$144 ,0.021,78,71
Paraguay,The Americas,12/1/2012,10.30%,$392 ,0.019,74,70
Belize,The Americas,12/1/2012,5.80%,$259 ,0.015,77,71
Haiti,The Americas,12/1/2012,6.40%,$53 ,0.056,65,61
Bolivia,The Americas,12/1/2012,5.80%,$149 ,0.032,69,65
Honduras,The Americas,12/1/2012,8.60%,$195 ,0.02,76,71
Guatemala,The Americas,12/1/2012,6.70%,$226 ,0.027,75,68
